Département,Votants,Blancs,Exprimés,ARTHAUD,ROUSSEL,MACRON,LASSALLE,LE PEN,ZEMMOUR,MÉLENCHON,HIDALGO,JADOT,PÉCRESSE,POUTOU,DUPONT-AIGNAN,Abstention_rate,ARTHAUD_percent,ROUSSEL_percent,MACRON_percent,LASSALLE_percent,LE PEN_percent,ZEMMOUR_percent,MÉLENCHON_percent,HIDALGO_percent,JADOT_percent,PÉCRESSE_percent,POUTOU_percent,DUPONT-AIGNAN_percent
Pyrénées-Atlantiques,409795,5816,401490,1677,10170,111610,48246,69768,25877,76030,9276,19967,17166,4982,6721,21.182507611616202,0.32254403966695455,1.956036304957023,21.46639252667191,9.279343910418538,13.418755253121098,4.977025709279536,14.623150468621676,1.7840897507159632,3.8403320453369596,3.301604642172297,0.9582077552896645,1.292676500060585
Pyrénées-Orientales,274372,3528,268568,1312,6509,55169,11690,87930,24782,51556,5013,8588,8815,1995,5209,24.22253891448204,0.362354864724533,1.79768888299694,15.236856350600425,3.228603939504413,24.284956749411727,6.84441940366111,14.23899954705642,1.3845159579756736,2.371877727327964,2.434571747367956,0.5509892950651244,1.4386482395961069
Rhône,925646,12708,909013,3774,15938,278243,17572,150463,74168,229036,15895,51907,50263,5267,16487,21.6368417220752,0.319498554891274,1.3492760911121158,23.555441549711908,1.4876069439717718,12.737867266721187,6.278900058075254,19.389684954445634,1.3456358055105457,4.394332667922988,4.255155237016456,0.4458926572899682,1.3957532258856475
Saint-Martin/Saint-Barthélemy,8602,150,8368,41,48,2070,208,1445,1107,2354,92,247,354,63,339,64.76611780126157,0.1679364299172606,0.19660850331776847,8.478741705578766,0.8519701810436635,5.918735151961989,4.534283607766036,9.64200868354223,0.3768329646923896,1.0117145899893505,1.4499877119685427,0.25804866060457116,1.38854755468174
Saint-Pierre-et-Miquelon,2773,47,2701,22,19,534,108,459,80,1105,75,116,51,50,82,45.03468780971259,0.4360753221010902,0.37661050545094155,10.584737363726463,2.140733399405352,9.098116947472745,1.5857284440039643,21.902874132804754,1.4866204162537164,2.2993062438057486,1.0109018830525274,0.9910802775024776,1.6253716551040636
Sarthe,305854,6694,297062,2150,6908,83876,7546,82234,16218,54244,5409,13541,15937,2505,6494,25.638694117303825,0.5227226312155369,1.6795199704357806,20.392503914341564,1.8346348721639256,19.993289700176025,3.9430305270016635,13.188170422165385,1.315072889416204,3.2921800694370154,3.8747118947358183,0.6090326470674045,1.5788654730761373
Savoie,251780,3931,246358,1205,5536,64689,8081,56733,18045,49858,4418,15642,13608,1849,6694,21.492692752619977,0.3757300231674197,1.7261754425351332,20.17062196570723,2.519729723830638,17.68986838535869,5.626596073075592,15.546180493843329,1.3775728152312534,4.877318690775749,4.24309888403506,0.5765351143871859,2.087250435753284
Saône-et-Loire,307623,5923,299300,1979,7419,82633,10186,81970,20686,52336,6037,10730,15210,2369,7745,23.665234049311152,0.4910767459403661,1.8409794735379361,20.50487354587684,2.5275935998729504,20.340354150950887,5.13310437924326,12.986858299916623,1.4980446261960534,2.6625838726327076,3.7742684718307067,0.5878528606026919,1.9218743796402906
Seine-Maritime,657105,10982,642965,4433,19896,179698,13588,177806,33361,136136,11139,24785,24281,5477,12365,25.265452907698815,0.5041785517690036,2.262832498532844,20.437599232074536,1.5454045029183898,20.222416326604886,3.794247837934972,15.483160686583597,1.266872295997052,2.818873315045061,2.761551864539404,0.6229158421021505,1.4063089990127973
Seine-Saint-Denis,554002,7607,543151,2756,11642,110118,6805,64543,27969,266632,5890,19352,17481,3663,6300,30.22020860807453,0.34713431553703167,1.4663779758643405,13.870006008093924,0.8571295418104138,8.12956826114174,3.522859096972147,33.583859513886,0.7418799414053397,2.4374975596054558,2.201834169050381,0.4613762691626077,0.793521838854608
Seine-et-Marne,676131,11057,660929,3440,12843,165208,13797,155738,47893,170969,7853,26718,36828,4600,15042,24.816107585541246,0.3825184615196436,1.4281059887490646,18.370671508935253,1.534188143484454,17.317633767484374,5.325568801616363,19.01127873475347,0.8732318250912096,2.970967515954022,4.095171482803905,0.5115072450553373,1.672628691330953
Somme,307369,4837,298918,2486,7706,83107,7371,98024,16885,52343,3746,8048,11380,2206,5616,25.042189359502114,0.6062586573541174,1.8792555163197222,20.26723179273075,1.797559357746259,23.905027605985524,4.117730261232612,12.764841875256064,0.913533761242367,1.9626587588036755,2.775230700197046,0.5379753009345065,1.3695690344733402
Tarn,235360,3451,229842,1175,5313,53925,17010,56543,15982,48430,5818,8680,10014,1829,5123,21.067281959098256,0.39405992393805045,1.7818215964960527,18.08483523264627,5.704646218030841,18.96283428019505,5.35988570585355,16.241976269208326,1.9511835212524062,2.9110128849210875,3.3583966623962866,0.6133920007512291,1.7181012683699
Tarn-et-Garonne,149081,2169,145820,679,3628,31737,9573,42183,11772,27881,3069,4835,5994,1057,3412,20.998272444967302,0.35981897766896653,1.9225673799455236,16.81822517567009,5.072970652761438,22.353820228291628,6.238275412546502,14.774834928407152,1.6263393850751964,2.5621866819285026,3.1763695907920253,0.5601305734846799,1.8081036109079733
Territoire de Belfort,71486,1242,69654,560,1485,16768,2000,19061,5583,14601,1052,2798,3322,603,1821,23.727113652853056,0.5974990397336861,1.5844394178652212,17.890828389740086,2.133925141906022,20.337373564935344,5.95685203363066,15.578720498484913,1.1224446246425677,2.9853612735265247,3.5444496607059026,0.6433784302846657,1.9429388417054332
Val-d'Oise,540676,8027,529585,2392,10060,138166,9101,91081,37564,175666,6094,20710,26403,3352,8996,26.29112141442261,0.3260948101574716,1.3714522534214735,18.835792449923588,1.2407144093825875,12.416823329411653,5.120997261185311,23.94806476635552,0.830778333235632,2.823337591288143,3.599448692553396,0.45696898145812914,1.226400046896578
Val-de-Marne,600677,8501,589058,2504,14954,171409,8944,69599,43430,192427,8276,31904,32522,3730,9359,24.546217368475265,0.3145388814776293,1.8784402690161615,21.531467705750384,1.1234967076421392,8.742648407332876,5.455440743839233,24.1716347228817,1.0395861753629634,4.007607218315609,4.085237022130775,0.46854234341515866,1.1756267538934237
Var,609692,7803,598730,2098,10672,142335,17784,183287,79329,89272,5703,21044,28342,3578,15286,25.72919610575658,0.25557190609376984,1.3000302105970978,17.338811846452202,2.1663921725317454,22.327458509155758,9.663614746669525,10.874840419829846,0.6947219163263914,2.5635153440597196,3.452535253817742,0.4358609532905187,1.8620934969253409
Vaucluse,309957,4350,303865,1221,6247,66885,9843,89413,30473,63049,3769,12128,11918,2023,6896,24.69588709618641,0.29664218538557413,1.5177098543027694,16.24972364415571,2.3913587475431664,21.72290558712558,7.403421224614743,15.31776670464788,0.9156792765915059,2.946499938047701,2.8954803975636954,0.49148823999591845,1.6753845294176242
Vendée,430416,7312,419709,2647,8153,149587,13039,97280,25663,60524,7244,19753,22534,3621,9664,21.879327649951087,0.48043153532995864,1.4797726889101446,27.150099008463364,2.366583599987658,17.656358049451594,4.657844537654979,10.985129672954445,1.314788833369936,3.5851772260569224,4.089929813798749,0.6572129162938346,1.7540197799126258
Vienne,237707,4053,231652,1715,6412,67831,7741,54214,11939,49162,4542,10727,9959,2315,5095,22.32076624696498,0.5604373698984677,2.095349513579577,22.166196639990066,2.529647627046087,17.716356601560072,3.9014937371532397,16.065435556238175,1.4842603697252714,3.5054295433824274,3.2544581730722095,0.7565087529533252,1.6649728277741649
Vosges,208999,3431,203694,1569,3847,51432,7203,65646,13184,32655,3114,7562,9344,1986,6152,24.796968835570844,0.5645651696754019,1.3842461489746791,18.506511030430385,2.5918183028501725,23.621061267375044,4.743930654557362,11.750080061026292,1.120494543256343,2.7209954194298214,3.3622032794435666,0.7146121268166656,2.213642398880225
Wallis et Futuna,5403,27,5359,98,34,2115,78,579,118,501,118,72,1354,48,244,43.29345088161209,1.0285474391267841,0.3568429890848027,22.197732997481108,0.818639798488665,6.076826196473552,1.2384550797649034,5.258186397984887,1.2384550797649034,0.7556675062972292,14.210747271200672,0.5037783375314862,2.5608732157850547
Yonne,180408,2715,176511,1203,4023,42617,5356,55164,12941,31601,2286,5917,9322,1487,4594,24.184621591295908,0.5055535243762528,1.690641586505125,17.909538277924163,2.250826830057531,23.182339666410318,5.438377521989267,13.280130443735633,0.9606777695129792,2.4865837105023174,3.9175145089238814,0.6249028185764655,1.9306009068865384
Yvelines,749537,9601,736506,2774,11721,246062,13687,101398,64407,168585,9046,40470,61296,3963,13097,22.024353832789767,0.28858407585995244,1.2193561474962158,25.598260589131804,1.4238825689600465,10.548611436210331,6.700372953825508,17.53819265639873,0.9410712149347982,4.210164942340403,6.376730178050341,0.4122778271928592,1.3625038361707993
